dance_style,dance_type,search_query,video_id,video_url,title,description,channel,published_at,view_count,like_count,comment_count,duration,num_comments_retrieved,comment_sentiment,comment_sentiment_avg_compound,comment_sentiment_comment_count
Bolero,Latin dance / Rhythm,Latin dance / Rhythm Bolero tutorial,lx6WRWEKMfo,https://www.youtube.com/watch?v=lx6WRWEKMfo,10 Minute Latin Dance Workout | Bachata Rumba &amp; Bolero,10 Minute Latin Dance Workout | Bachata Rumba & Bolero - Today we are doing a slower workout for strength and control! This is ...,Ballroom Feed,2023-06-02T12:00:10Z,1573,41,1,PT10M35S,0,,,
Bolero,Latin dance / Rhythm,Latin dance / Rhythm Bolero tutorial,gtQOIc_mp-0,https://www.youtube.com/watch?v=gtQOIc_mp-0,How to bolero Basics | Easy to follow steps &amp; technique | American Rhythm,"Check out our NEW ""How to dance swing for beginners"" lesson Learn to dance American Rhythm anytime - anywhere! Visit our ...",I Can Cha Cha,2020-09-24T18:00:05Z,73487,1123,43,PT6M32S,10,positive,0.9,10.0
Mambo,Latin dance,Latin dance Mambo tutorial,4JcLQG6-FN0,https://www.youtube.com/watch?v=4JcLQG6-FN0,7 Best Beginner Mambo Dance Steps,This beginner mambo tutorial will teach you the steps for the classic mambo dance. From the basic footwork to the more advanced ...,Social Dance Online,2023-10-09T21:00:02Z,74488,724,12,PT11M55S,9,positive,0.6667,9.0
Mambo,Latin dance,Latin dance Mambo tutorial,OoHXZjb0Ias,https://www.youtube.com/watch?v=OoHXZjb0Ias,MAMBO strictly latin dance fit,,Dancing Bear strictly latin dance fit classes,2021-07-22T21:31:50Z,183,3,0,PT13M1S,0,,,
Rumba,Latin dance,Latin dance Rumba tutorial,LLCe_kShZjk,https://www.youtube.com/watch?v=LLCe_kShZjk,Rumba Basics - Fan and Alemana | Latin Dance,Rumba Basics - Fan and Alemana | Latin Dance Share this video: https://youtu.be/LLCe_kShZjk Subscribe to Channel: ...,Egils Smagris,2016-05-03T12:02:38Z,234586,1118,29,PT4M9S,10,positive,0.9,10.0
Rumba,Latin dance,Latin dance Rumba tutorial,gIc6TQIufL8,https://www.youtube.com/watch?v=gIc6TQIufL8,Izabela Dance - Tutorial 6 of 8 - Rumba,"If you like this Video you will love my new Rumba Dance Tutorial available on Udemy. Learn to dance the Rumba, with a Rumba ...",izabeladancelondon,2011-11-14T13:20:55Z,1046366,2895,68,PT8M18S,10,positive,1.0,10.0
Cha Cha,Latin dance,Latin dance Cha Cha tutorial,3XBJevNfZMg,https://www.youtube.com/watch?v=3XBJevNfZMg,Cha Cha dance class for beginners pt.1 – Latin American partner dance basics with Brian Fortuna,Let Dancing with The Stars Pro Dancer Brian Fortuna teach you how to Cha Cha in just one short lesson. Ideal for an upbeat ...,DanceClassVideo,2022-01-12T10:35:23Z,218153,2275,27,PT15M26S,10,positive,1.0,10.0
Cha Cha,Latin dance,Latin dance Cha Cha tutorial,QjcWXpvA5e8,https://www.youtube.com/watch?v=QjcWXpvA5e8,How to Cha Cha Dance For Beginners,Join as a member (Free Trial): https://www.passion4dancing.com/Join Learn the Cha Cha basic steps in this How to Cha Cha ...,Passion4dancing,2017-02-02T21:37:24Z,3183592,29142,360,PT9M25S,10,neutral,0.3,10.0
Cumbia,Latin dance,Latin dance Cumbia tutorial,zVi2p5aXsEk,https://www.youtube.com/watch?v=zVi2p5aXsEk,Learn MEXICAN CUMBIA in Minutes 🫔Easy Cumbia Steps for Beginners,Want to conquer the dance floor with fun and flirty Mexican Cumbia? This beginner-friendly tutorial by oneHOWTO breaks down 3 ...,OneHowto,2024-04-20T21:00:33Z,22119,149,4,PT4M35S,4,positive,0.5,4.0
Cumbia,Latin dance,Latin dance Cumbia tutorial,l5SjNK-Gi_4,https://www.youtube.com/watch?v=l5SjNK-Gi_4,Cumbia Basics (Part 1) - 5 Ways to Improve Instantly in 2018 | How 2 Dance,"If you would like to improve your Cumbia basic steps and turns, this video will give you the knowledge and confidence to take your ...",How 2 Dance,2018-09-17T05:42:06Z,485051,9110,121,PT11M12S,10,positive,0.9,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,wOOzajNBQ-M,https://www.youtube.com/watch?v=wOOzajNBQ-M,Clase de baile cumbia nivel básico 1,Aprende a bailar cumbia desde 0.,Dennis cota dance,2025-06-26T00:12:26Z,968952,17243,387,PT4M56S,10,positive,0.9,20.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,mmporDW2iq8,https://www.youtube.com/watch?v=mmporDW2iq8,Tutorial Duranguense paso a paso,,The Original Professor,2022-05-10T03:30:55Z,2018,39,1,PT4M17S,1,neutral,0.0,1.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,3XcnCtJlzXg,https://www.youtube.com/watch?v=3XcnCtJlzXg,el pasito duranguense,,KALIMANVAGO,2009-09-15T13:43:08Z,1539495,4743,488,PT6M6S,10,neutral,0.2,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,XOUjTaSaVy8,https://www.youtube.com/watch?v=XOUjTaSaVy8,DURANGENSE,"PARA BAILAR DURANGUENSE,, PASOS BASICOS.",000evanescencefan000,2009-03-03T17:17:55Z,83057,162,14,PT4M2S,9,neutral,0.1111,9.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,i3Nd6MmfK-k,https://www.youtube.com/watch?v=i3Nd6MmfK-k,Como Bailar HUAPANGO Estilo SONORA 🤠🔥,Como Bailar HUAPANGO Estilo SONORA ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2023-04-20T01:00:25Z,1255872,22183,167,PT7M10S,10,positive,0.6,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,WEiSsx3JOOM,https://www.youtube.com/watch?v=WEiSsx3JOOM,MOVIMIENTOS PARA SOLTAR EL CUERPO | LOS SECRETOS 💃✅,MOVIMIENTOS BASICOS PARA SOLTAR EL CUERPO ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2022-03-03T01:00:07Z,2302684,57083,953,PT13M58S,10,positive,0.8,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,HD-fl6WOmIw,https://www.youtube.com/watch?v=HD-fl6WOmIw,15 minutes Zumba class CUMBIA/BELLY DANCE/DURANGUENSE/MERENGUE/BANDA EL RECODO,zumbadance #zumbaclass #zumbafitness #zumba #zumbacardio #strongbyzumba #zumvacommunity #zumbabeto #latindance ...,Letty's Fitness,2021-10-19T19:26:49Z,72,5,0,PT15M3S,0,,,
Duranguense,Latin dance,Latin dance Duranguense tutorial,n4ZMQFlPxFU,https://www.youtube.com/watch?v=n4ZMQFlPxFU,&quot;La vaca&quot; Merengue (Mala fe)   CoreoFitness &quot;Mundo Guyi&quot;,Entra en https://www.mundoguyi.com Para conocer nuestra plataforma de clases Premium y nuestra tienda On-Line Go to our ...,Mundo Guyi,2016-07-09T13:02:35Z,21542434,68897,771,PT4M24S,10,positive,0.6,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,rxzbg1oclJo,https://www.youtube.com/watch?v=rxzbg1oclJo,"Selena “Cumbia Medley” Zumba Como La Flor, Carcacha, Bidi Bidi Bom Bom, Baila Está Cumbia Zumba",Social Media / Redes Sociales Facebook https://m.facebook.com/DannyDanceFitness714 Youtube ...,Danny Dance Fitness,2021-05-21T00:35:00Z,2492261,12991,196,PT6M55S,10,positive,0.9,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,_la4QLBMLpA,https://www.youtube.com/watch?v=_la4QLBMLpA,aprenda a bailar como en Chihuahua,Baile en la plaza de armas con lluvia!,CHIHUAHUA BAILANDO OFFICIAL,2018-09-21T06:53:19Z,27883395,82713,5884,PT13M56S,10,positive,0.9,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,bqT881OWSxQ,https://www.youtube.com/watch?v=bqT881OWSxQ,Popurrí Duranguense: Cinco Minutos / Cómo Te Va Mi Amor / Antes Muerta Que Sencilla (En Vivo),Music video by Los Horóscopos De Durango performing Popurrí Duranguense: Cinco Minutos / Cómo Te Va Mi Amor / Antes ...,LosHoroscoposVEVO,2019-03-29T04:00:02Z,16757300,75059,2085,PT8M35S,10,positive,0.4,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,Sh4glUM2Uc4,https://www.youtube.com/watch?v=Sh4glUM2Uc4,COMO BAILAR DE TODO | CON 2 PASOS 🔥🚀,"En este tutorial te vamos a enseñar como bailar de todo en una fiesta con tan solo dos simples pasos, ya veras que es bastante ...",Baila Facilito,2020-11-29T02:00:10Z,6071903,170811,1725,PT9M25S,10,positive,0.7,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,31Or6S6v6Ig,https://www.youtube.com/watch?v=31Or6S6v6Ig,TUTORIAL DE NORTENAS! *LEARN HOW TO DANCE IN 15 MINUTES*,Que tal raza! We hope you guys enjoyed this video! Don't forget to like comment and subscribe Leave your video ...,Korayma & Antonio,2022-10-05T01:00:01Z,868142,16378,330,PT15M48S,10,positive,0.5,20.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,3UXtxn8B2OU,https://www.youtube.com/watch?v=3UXtxn8B2OU,COMO SOLTAR EL CUERPO PARA BAILAR 🔥💃 | LOS SECRETOS,COMO SOLTAR EL CUERPO PASO A PASO PARA BAILAR ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2021-06-27T00:30:01Z,2298908,65030,1451,PT15M28S,10,positive,1.0,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,WMlgeW6pKPU,https://www.youtube.com/watch?v=WMlgeW6pKPU,"Richard Dance,zumba,Pasito Duranguense(No cuento con derechos de autor)",Created by InShot:https://inshotapp.page.link/YTShare.,Richard dance,2021-11-01T01:23:16Z,811,24,2,PT4M9S,2,neutral,0.5,2.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,auRSR4DbDzM,https://www.youtube.com/watch?v=auRSR4DbDzM,How to Dance at Quinceañeras!! | Louie&#39;s Life,TOUR DEMAND: https://tourdemand.live/louies-life -------------------------------------------------------------------------------------------- How to ...,Louie's Life,2018-05-10T23:49:53Z,6123526,199029,9510,PT9M58S,10,positive,0.5,20.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,DQ8-zIMHKRI,https://www.youtube.com/watch?v=DQ8-zIMHKRI,How to dance Cumbia / Hip Technique with Gustavo Ferman,"""The King of latin Funk Dance"" Gustavo Ferman shows you how to use your hips to dance Cumbia .Check out my other video ...",Gustavo Ferman,2015-03-21T02:28:17Z,149369,1968,75,PT6M8S,10,positive,0.4,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,zqNNxhWv3Ls,https://www.youtube.com/watch?v=zqNNxhWv3Ls,Destiny bailando  duranguense,Destiny bailando duranguense.,Angel Orea,2011-04-12T06:10:09Z,555521,4483,184,PT4M5S,10,neutral,0.5,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,vH_rsOJsY6U,https://www.youtube.com/watch?v=vH_rsOJsY6U,Cómo bailar HUAPANGO💃🏻🤠? #huapangos #norteño #tutorial #clases #norteñas,,Esencia Tapatía,2025-03-14T19:13:34Z,160411,3021,45,PT4M3S,10,positive,1.0,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,uqe4ydC1ueI,https://www.youtube.com/watch?v=uqe4ydC1ueI,ZUMBA LOS KARKIS MIX,Bienvenidos a nuestro canal de Zumba dirigido por Sarita reconocida instructora de la ciudad de Dallas texas Este es el primer ...,ZUMBA BY SARITA,2016-01-23T20:00:51Z,19465693,72698,1781,PT10M57S,10,positive,1.0,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,-ftaSOJDRbg,https://www.youtube.com/watch?v=-ftaSOJDRbg,Rutina de BACHATA - SALSA - MERENGUE | 2 meses de embarazo,,Dance Fitness Mariela Lopez,2021-10-06T13:00:00Z,2626789,22436,346,PT17M53S,10,positive,1.0,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,U7qkZslmUFg,https://www.youtube.com/watch?v=U7qkZslmUFg,2 FORMAS DE HACER ZAPATEADO | HUAPANGO 🤠,2 FORMAS DE HACER ZAPATEADO | HUAPANGO ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2023-09-10T01:00:18Z,885396,8731,75,PT8M50S,10,positive,0.8,20.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,2SPq3IvZhgw,https://www.youtube.com/watch?v=2SPq3IvZhgw,No me digas Wey - Cortometraje Duranguense,"Natalia y Jano son 2 amigos que están a punto de confesar sus sentimientos, sin saber que el otro está por hacer lo mismo.",Said Olvera,2023-10-05T02:00:07Z,9802306,208827,4216,PT11M15S,10,positive,0.4,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,NSCEMikmtH4,https://www.youtube.com/watch?v=NSCEMikmtH4,COMO BAILAR NORTEÑAS PASO A PASO | DESDE CERO 🔥,COMO BAILAR NORTEÑAS PASO BÁSICO #norteñas #comobailarnorteñas #corridos #musicanorteña ✓ Clases de Cumbia ...,Baila Facilito,2022-06-05T00:00:06Z,1195216,26304,582,PT10M8S,10,positive,0.4,10.0
Duranguense,Latin dance,Latin dance Duranguense tutorial,x2NhpEXcZSw,https://www.youtube.com/watch?v=x2NhpEXcZSw,"Se robo todas las miradas !!--Se la rifa el de camisa verde,asi se debe bailar un zapateado",IMPRESIONANTE! SE ROBÓ TODAS LAS MIRADAS ** Miren nada más cómo se la rifa el de la **camisa verde** ¡Así ...,Ajuchitlán del Progreso,2020-11-17T00:29:33Z,34888842,123875,5737,PT5M58S,10,positive,1.0,10.0
Forró,Latin dance,Latin dance Forró tutorial,vudZL4_uqLo,https://www.youtube.com/watch?v=vudZL4_uqLo,How to dance Forró - Basic Steps,"In this video, I show you 3 basic steps of Forró Forró is a brazilian partner dance, easy and super fun. DON'T FORGET TO ...",MrHelioFaria - dancefunfitness,2019-12-28T23:06:12Z,238202,2921,47,PT5M23S,10,positive,1.0,10.0
Forró,Latin dance,Latin dance Forró tutorial,dXRrZsbH_84,https://www.youtube.com/watch?v=dXRrZsbH_84,Forro dance demonstration (Rafael Piccolotto &amp; Camila Alves) | Musicality workshop: phrasing &amp; form,Forró improvised dance demonstration by Rafael Piccolotto de Lima and Camila Alves during the Forro New York Weekend 2022 ...,Forro New York,2022-02-20T05:11:50Z,172891,2040,43,PT4M37S,10,positive,1.0,10.0
International Latin,Latin dance,Latin dance International Latin tutorial,sPE6J9foA3M,https://www.youtube.com/watch?v=sPE6J9foA3M,Men&#39;s Arm Styling in Latin American Dancing | Follow Along International Rumba Drills,"Hey guys, In this video Andriy is teaching men's arm styling in Latin American dancing. Although arm styling is very unique and ...",375 Dance Studio,2020-09-23T00:57:30Z,49003,1064,30,PT8M55S,10,positive,0.9,10.0
International Latin,Latin dance,Latin dance International Latin tutorial,Ku2t4mtRl0M,https://www.youtube.com/watch?v=Ku2t4mtRl0M,Samba Whisk - Basic step in 4 steps - PLUS Arm Styling - Dance Insanity,"Learn how to dance this Ballroom Samba Basic Step - the whisk. We break down the footwork, leg action, hip action and posture ...",Dance Insanity,2020-10-04T12:00:04Z,232042,3672,80,PT8M49S,10,positive,0.7,20.0
Argentine tango,Latin dance,Latin dance Argentine tango tutorial,qrdE4jqXq_k,https://www.youtube.com/watch?v=qrdE4jqXq_k,Beginner Argentine Tango Basics,"In this video, Helen Wang is going to teach Argentine Tango basics for beginners. If you are interested in learning more, she has ...",Helen Wang Tango,2021-01-31T16:30:04Z,675811,11773,135,PT6M20S,10,positive,1.0,10.0
Argentine tango,Latin dance,Latin dance Argentine tango tutorial,9WyB6fnVsKk,https://www.youtube.com/watch?v=9WyB6fnVsKk,Beginner Argentine Tango Class Notes (Figures),"If you like this instruction, please visit https://youtu.be/D8q2iwp91l0 to see how to put all figures together! ** These figures are ...",TangoCalgary,2012-08-26T21:55:59Z,2323834,11810,89,PT8M43S,10,positive,1.0,10.0
Maculelê,Latin dance,Latin dance Maculelê tutorial,tfZlCFbkXys,https://www.youtube.com/watch?v=tfZlCFbkXys,Maculele English Transaltions,Easy basic translations into English of some Maculele songs. All songs in Capoeira Zoador Group Manual Let me know if you ...,Capoeira Mestre Sucuri,2022-03-20T06:38:01Z,13,1,0,PT11M13S,0,,,
Maculelê,Latin dance,Latin dance Maculelê tutorial,U5Hd45yOzjk,https://www.youtube.com/watch?v=U5Hd45yOzjk,&#39;ANANDA&#39;  Érica Niño Martínez teaches elements of maculelê part3_final_ .wmv,Érica Niño Martínez teaches elements of maculelê for 'ANANDA' An international choreographic & dance project in progress.,Guy Beaujot,2010-09-18T04:58:44Z,140,0,0,PT9M29S,0,,,
Danza,Latin dance,Latin dance Danza tutorial,wV8cDpJa2f4,https://www.youtube.com/watch?v=wV8cDpJa2f4,Salsa Beginners 1 - Salsa Basic Step for the Absolute Beginner - Detailed explanation,Get access to hundreds of online video's on https://salsaventura.tv/get-life-time-access/ In this video you'll find the very first basic ...,Salsaventura,2019-01-21T19:22:48Z,3735994,36413,722,PT4M1S,10,positive,0.4,20.0
Danza,Latin dance,Latin dance Danza tutorial,uw-cKzCdgwA,https://www.youtube.com/watch?v=uw-cKzCdgwA,5 EASY Latin DANCE STEPS You NEED [STEP BY STEP] Beginners,"You'll learn Solo Basic moves for Salsa, Merengue, Cumbia, Bachata, and Reggaeton—for both men and women! Latin dance ...",Dancing with Gali,2023-11-04T03:25:35Z,72902,1404,82,PT11M16S,10,positive,1.0,20.0
Danza,Latin dance,Latin dance Danza tutorial,t_clXFnHJEU,https://www.youtube.com/watch?v=t_clXFnHJEU,How to Salsa Dance for Beginners - [on1 Salsa],"Learn how to salsa dance for beginners with this easy-to-follow tutorial of On1 Salsa. In this lesson, we'll cover the basics of salsa ...",Social Dance Online,2023-11-06T21:15:02Z,63597,850,16,PT13M40S,10,positive,0.7,20.0
Danza,Latin dance,Latin dance Danza tutorial,ma-rIB0Fqpc,https://www.youtube.com/watch?v=ma-rIB0Fqpc,How to dance Salsa? - tutorial for absolute beginners ,Ballroom For Beginners - ”Dance With Oleg” APP - download ...,Oleg Astakhov,2025-07-31T02:13:09Z,391328,4851,91,PT16M43S,10,positive,0.9,10.0
Danza,Latin dance,Latin dance Danza tutorial,CsDiKX-iOZ0,https://www.youtube.com/watch?v=CsDiKX-iOZ0,Arm Styling in Latin American Dancing | International Rumba Drills,"Our new AD FREE dance workout plan is here to help you reconnect, boost your cognitive skills, stay fit, and have fun along the ...",375 Dance Studio,2020-04-07T19:26:43Z,612493,11932,194,PT19M6S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,e5rW7qjd3BY,https://www.youtube.com/watch?v=e5rW7qjd3BY,Zumba® Latin Easy-To-Follow Basic Steps Tutorial for Beginners,"The hardest part of Zumba®? Stepping into your first class. Take this easy-to-follow, 12-minute beginners latin dance tutorial to ...",Zumba,2022-05-13T17:57:47Z,2321676,32012,493,PT11M32S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,5TSldGfAQDw,https://www.youtube.com/watch?v=5TSldGfAQDw,5 SALSA Basics YOU NEED to Start! | TOTAL BEGINNERS | No Partner Needed,"Want to start dancing salsa but don't know where to begin? In this video, you will learn the 5 SALSA basics YOU NEED to start!",Dancing with Gali,2023-02-27T20:35:00Z,563082,16832,1146,PT12M47S,10,positive,0.9,10.0
Danza,Latin dance,Latin dance Danza tutorial,pAqG3QbelQk,https://www.youtube.com/watch?v=pAqG3QbelQk,Bad Bunny - BAILE INoLVIDABLE Salsa Dance Party,SALSA basics warmup routine to Bad Bunny's BAILE INoLVIDABLE. Enjoy it and get a little sweat and smile going before your ...,Dance Dojo,2025-01-19T11:01:05Z,300164,6115,181,PT5M47S,10,positive,0.8,10.0
Danza,Latin dance,Latin dance Danza tutorial,h9bDfXOrM08,https://www.youtube.com/watch?v=h9bDfXOrM08,9 Dances in 10 Minutes - Ballroom Dancing For Beginners,Ready to take your dance skills to the next level? Join me on an exciting journey into the world of Ballroom Dance! Whether you're ...,Oleg Astakhov,2025-06-19T02:12:11Z,1060929,15275,167,PT13M4S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,1Nqn4WBcCJM,https://www.youtube.com/watch?v=1Nqn4WBcCJM,Cha Cha For Beginners | Ballroom Dance Basic | Valeria Khrapak,"In this video, we will break down the basic figures in the Cha Cha Cha dance. I'll show you a basic steps in which we'll go over the ...",freelydance,2021-02-06T01:59:17Z,323499,6218,132,PT9M34S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,FdQ87SOfb7Y,https://www.youtube.com/watch?v=FdQ87SOfb7Y,"Five(ish) Minute Dance Lesson: Salsa, Level 1","Have you ever wanted to take a Latin Dance class but didn't have enough time? In this podcast, Latin Dance instructors Ricardo ...",Kennedy Center Education Digital Learning,2013-03-05T17:23:41Z,1938212,18087,231,PT5M35S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,C4MAFLeWY7c,https://www.youtube.com/watch?v=C4MAFLeWY7c,Beginner&#39;s Guide: How To Salsa Dance (No Experience Needed),Join as a member (Free Trial): https://www.passion4dancing.com/Join Ultimate guide on how to Salsa dance for beginners.,Passion4dancing,2019-01-27T20:44:39Z,4870290,70930,807,PT11M45S,10,positive,0.7,10.0
Danza,Latin dance,Latin dance Danza tutorial,LcL29s6Ewic,https://www.youtube.com/watch?v=LcL29s6Ewic,CHA Basic Steps for Beginners / Latin Dance,CHA Basic Steps for Beginners / Latin Dance Share this video: https://youtu.be/LcL29s6Ewic Subscribe to Channel: ...,Egils Smagris,2016-04-12T13:39:01Z,949047,6568,155,PT5M,10,positive,0.8,10.0
Danza,Latin dance,Latin dance Danza tutorial,pHH0CEgBrbU,https://www.youtube.com/watch?v=pHH0CEgBrbU,How to dance SAMBA WHISK|Latin Dance Tutorial,In this samba tutorial i am breaking down basic Samba Whisk If you are passionate to master your Fundamental Technique ...,Ballroom with Alexey,2018-01-26T00:03:19Z,80684,1744,76,PT6M37S,10,positive,1.0,20.0
Danza,Latin dance,Latin dance Danza tutorial,wHECm3-dAn8,https://www.youtube.com/watch?v=wHECm3-dAn8,"15 Minute Dance Workout - Cumbia, Cha Cha, Salsa, Samba And American Rumba | Easy To Follow Along","Our new AD FREE dance workout plan is here to help you reconnect, boost your cognitive skills, stay fit, and have fun along the ...",375 Dance Studio,2022-08-29T11:30:12Z,5377044,113372,1230,PT16M38S,10,positive,0.9,20.0
Danza,Latin dance,Latin dance Danza tutorial,GUukM4ZQsX0,https://www.youtube.com/watch?v=GUukM4ZQsX0,12 MIN LATIN HIPS DANCE PARTY Workout to burn Fat - Full Body Burn &amp; Lose Weight Fast! | Kaji Pm,Get ready to learn new latin dance moves with this 12-minute Latin dance cardio workout! This dance cardio workout is ...,Kaji Pm,2024-11-17T11:00:06Z,1459360,46344,550,PT12M4S,10,positive,0.9,10.0
Danza,Latin dance,Latin dance Danza tutorial,xhrdh-uFkog,https://www.youtube.com/watch?v=xhrdh-uFkog,Bachata Beginner Basic Steps Tutorial - Demetrio &amp; Nicole - Bachata Dance Academy,"In this video, we will be going over all of the Basic Steps and Turns for Bachata to get your started dancing! You do not need a ...",Bachata Dance Academy,2019-12-15T22:09:39Z,6162154,108723,2569,PT12M5S,10,positive,0.6,20.0
Danza,Latin dance,Latin dance Danza tutorial,9kT9UxSK1RM,https://www.youtube.com/watch?v=9kT9UxSK1RM,10 MIN LATIN Dance Cardio - shake your hips to a healthier &amp; happier you,"Afrohouse, Latino, Electronic Dance - shake, shimmy & sweat to freaakingggg amazing music! ♥︎ Join me and dance yourself to ...",Pamela Reif,2024-07-20T01:30:03Z,2131647,22279,431,PT11M20S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,n7qylAYDES4,https://www.youtube.com/watch?v=n7qylAYDES4,Learn Salsa ONLINE With 5 Hours Of Instruction - www.OnSeanZion.com,"Five Hours of Expert Instruction with Celebrity Instructor Seaon Stylist-Bristol. . To learn this course, visit www.OnSeanZion.com to ...",OnSean Zion (Seaon Stylist),2011-08-29T21:45:04Z,6218380,47982,392,PT9M47S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,19ZYxxGkS7I,https://www.youtube.com/watch?v=19ZYxxGkS7I,NATURAL Salsa Hip MOVEMENT | Step-by-Step CLEAR and SIMPLE,"Easy-to-follow, Step-by-step beginner tutorial & Practice! Learn with the Basic salsa steps How to Move your Hips in Salsa in no ...",Dancing with Gali,2024-09-25T13:00:01Z,34027,1484,102,PT10M58S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,C_8NyVTazZA,https://www.youtube.com/watch?v=C_8NyVTazZA,Intermediate Salsa Tutorial - Learn How To Salsa Dance With A Partner - Demetrio &amp; Nicole,We will be going over a intermediate salsa social dancing combination. We have a lot of videos inside of our main online course ...,Bachata Dance Academy,2020-12-04T17:06:54Z,286233,3969,98,PT19M24S,10,positive,1.0,10.0
Danza,Latin dance,Latin dance Danza tutorial,qOle6WHtk7A,https://www.youtube.com/watch?v=qOle6WHtk7A,Basic Arm Exercises for Latin Dancing,Basic Arm Exercises for Latin Dancing Share this video: https://youtu.be/qOle6WHtk7A Movement of Free Arms in Latin Dancing ...,Egils Smagris,2016-04-05T11:56:37Z,249122,2615,61,PT8M1S,10,positive,0.9,10.0
Danza,Latin dance,Latin dance Danza tutorial,zYro7vnttY8,https://www.youtube.com/watch?v=zYro7vnttY8,Complete Beginner Salsa Tutorial - Learn Salsa Dancing With A Partner - Demetrio &amp; Nicole,We will be going over a complete beginner salsa social dancing combination. We have a lot of videos inside of our main online ...,Bachata Dance Academy,2020-12-03T17:22:22Z,224348,2891,61,PT5M46S,10,positive,0.9,10.0
Danza,Latin dance,Latin dance Danza tutorial,LBaWdmL58_A,https://www.youtube.com/watch?v=LBaWdmL58_A,SALSA CLASS Lezione Base lezione completa,Videolezione base per imparare i primi passi della salsa @EmilianoCavallini.,Emiliano Cavallini,2020-11-05T16:59:18Z,1096647,15651,0,PT14M47S,0,,,
Danza,Latin dance,Latin dance Danza tutorial,CDCwH8p0yd8,https://www.youtube.com/watch?v=CDCwH8p0yd8,SALSA Time Saver!  From Pure Beginner To Intermediate in 10 Minutes ( Hack ),In this video you're going to learn the essentials Salsa moves that you need to dance right away. These moves are easy to pull off ...,Baila Productions Salsa Dance School,2022-03-25T12:58:58Z,216453,4948,89,PT10M9S,10,positive,1.0,10.0
Jive,Latin dance,Latin dance Jive tutorial,XNtmkUQ8eaE,https://www.youtube.com/watch?v=XNtmkUQ8eaE,Jive Dance Steps for Beginners,Learn how to jive with this easy to follow beginner's tutorial! In just a few minutes you'll be up and jiving the night away! If you're ...,Social Dance Online,2023-09-25T20:00:08Z,187179,1084,29,PT12M22S,10,positive,0.8,10.0
Jive,Latin dance,Latin dance Jive tutorial,KGYQK-8WUPI,https://www.youtube.com/watch?v=KGYQK-8WUPI,BEST Jive Lesson EVER - 5 STEPS to get it down | Dance Insanity,"Learn how to dance a crazy good Jive Basic with these 5 easy steps by Tytus & LiWen. Wondering about the footwork, timing, ...",Dance Insanity,2020-07-02T13:00:18Z,309818,3755,109,PT11M49S,10,positive,0.9,10.0
Merengue,Latin dance,Latin dance Merengue tutorial,daaHi0jtHlw,https://www.youtube.com/watch?v=daaHi0jtHlw,"Five(ish) Minute Dance Lesson: Merengue, Level 1","Have you ever wanted to take a Latin Dance class but didn't have enough time? In this podcast, Latin Dance instructors Ricardo ...",Kennedy Center Education Digital Learning,2013-03-29T15:27:57Z,488708,3875,55,PT5M12S,10,positive,0.7,10.0
